,,,,,,,,,,
,48,100,16,28,143,71,2200,1926,3137,2547
,0,0,0,0,9,6,309,398,459,582
,4,0,0,0,0,0,433,279,508,359
,0,16,0,0,6,8,1672,2076,2271,2876
,816,1288,325,681,140,99,4831,4802,6310,6363
,0,0,0,0,10,8,201,254,281,358
,15,24,0,0,14,11,328,249,447,337
,2934,6870,0,0,0,1,6101,14169,8144,19015
,2934,7029,0,156,31,49,6772,15253,8918,20424
,144,460,0,0,0,0,3377,8020,4391,10530
,0,0,0,0,0,0,604,310,804,413
,0,0,0,0,16,17,72,151,104,221
,1956,4580,0,0,0,0,5391,12104,7540,17090
,2934,6870,0,0,0,0,5497,12164,7646,17149
,0,8,0,0,0,0,477,333,793,573
,0,0,0,0,80,80,687,671,911,867
,2938,6930,0,0,3,2,6301,14541,8414,19505
,56,16,0,0,19,18,452,479,567,617
,2978,6886,0,0,0,0,6404,14481,8539,19412
,0,0,0,0,10,23,88,124,186,286
,3960,9182,36,18,111,83,7770,15400,10399,20639
,2934,6870,0,0,46,33,5587,12206,7814,17205
,8,12,0,0,61,59,1289,1377,1703,1845
,0,0,0,0,46,67,134,551,158,683
,0,0,0,0,206,188,998,872,1389,1186
,0,0,0,0,40,36,1500,1292,2124,1928
,32,16,0,0,224,212,2479,2345,3171,3016
,16,0,0,0,99,72,2461,2676,3341,3729
,200,229,9,24,37,26,2038,2625,2658,3462
,2980,6976,21,90,3,2,6357,14381,8469,19287
,1984,4580,0,0,22,13,6684,12619,9313,17771
,9,0,0,0,152,127,299,205,424,288
,0,15,0,0,6,8,1091,1134,1836,1553
,0,216,0,4,3,11,168,982,252,1291
,0,16,0,0,134,111,1786,1962,2257,2426
,0,0,0,0,26,24,1213,903,1681,1265
,1458,2019,321,430,187,89,8979,9597,11462,12388
,60,24,0,0,108,70,864,521,1105,656
,3934,9217,24,48,0,0,5650,12425,7388,16452
,6,42,0,0,29,46,815,1588,1085,2140
,0,0,0,0,18,29,950,978,1342,1428
,26,0,0,0,5,1,515,459,736,623
,0,0,0,0,64,56,249,291,345,405
,6846,16094,0,64,12,22,13883,30081,18474,40333
,0,0,0,0,165,137,0,0,0,0
,0,0,0,0,13,15,196,160,258,224
,13,12,0,0,12,11,1279,1186,1683,1593
,0,0,0,0,22,34,420,817,552,1085
,0,0,0,0,72,76,587,844,659,948
,0,0,0,0,0,0,0,2,0,2
,0,0,0,0,1,2,137,83,183,127
,5868,13818,0,36,0,11,11179,25697,13898,32029
,0,0,0,0,0,0,22,52,26,68
,0,0,0,0,38,15,468,667,642,933
,2962,6886,0,0,48,81,8127,15919,10839,21355
,0,0,0,0,195,163,552,570,792,846
,0,0,0,0,77,67,228,222,358,360
,0,0,0,0,101,68,707,887,1023,1240
,0,0,0,0,62,41,150,296,208,450
,1956,4580,0,0,165,170,5906,12506,7989,17412
,5946,13812,0,0,0,1,12589,26574,17065,36492
,4,12,0,0,120,71,2177,1444,2992,1966
,0,0,0,0,222,132,2072,1628,3127,2215
,0,0,0,0,1,0,187,50,279,86
,24,0,0,0,7,15,1551,1573,2117,2099
,15,31,0,0,66,41,1069,1122,1501,1616
,12,24,0,0,22,19,915,1248,1269,1711
,3962,9415,32,213,2,5,7007,15775,9296,21123
,0,0,0,0,1,2,0,0,0,0
,2934,6870,0,0,4,1,4581,10718,6159,14436
,0,0,0,0,7,6,191,191,235,242
,0,0,0,0,13,7,5,10,9,16
,144,460,0,0,3,3,2649,5864,3753,8514
,0,0,0,0,35,36,106,119,133,167
,0,0,0,0,37,52,1179,990,1530,1280
,0,0,0,0,14,16,78,36,100,48
,0,0,0,0,62,59,347,485,461,657
,0,8,0,0,23,37,698,1143,1060,1627
,2934,6882,0,0,0,0,7637,15414,10112,20628
,0,0,0,0,132,109,348,376,413,418
,3912,9160,0,0,0,0,6389,14437,8508,19339
,2934,6870,0,0,125,89,5638,12874,7224,16537
,0,0,0,0,26,32,855,434,1121,570
,0,9,0,0,69,95,1229,1317,1682,1753
,0,0,0,0,7,2,826,692,985,899
,0,0,0,0,0,5,111,153,199,253
,0,0,0,0,1,1,787,430,1025,552
,0,0,0,0,172,164,1159,673,1544,907
,0,0,0,0,64,62,266,508,323,629
,0,0,0,0,39,44,168,282,248,405
,1956,4580,0,0,0,0,5039,11637,7074,16457
,6,0,0,0,136,106,2418,1192,3359,1671
,0,0,0,0,2,5,476,787,618,1046
,3294,7668,162,486,29,26,9322,17441,11860,22441
,685,1064,138,180,0,0,3831,4485,4734,5639
,545,320,147,104,0,0,6883,6738,8989,9087
,0,0,0,0,3,2,673,1024,901,1398
,2934,6870,0,0,79,63,6477,14581,8631,19541
,24,12,0,0,147,152,1455,1433,1993,1993
,7035,12990,1849,2531,141,112,16734,25428,21329,33234
,16,24,0,0,153,110,2282,1928,3106,2629
,72,56,0,0,9,9,2653,2107,3842,3328
,0,0,0,0,8,1,0,0,0,0
,0,0,0,0,40,29,64,46,84,66
,2949,6870,12,0,9,5,7008,14927,9357,19999
,0,0,0,0,3,3,0,0,0,0
,0,0,0,0,19,18,88,127,112,176
,2938,6891,0,12,5,8,5817,13439,7431,17279
,9,8,0,0,44,26,2634,2774,3294,3598
,0,0,0,0,7,2,45,30,77,55
,1050,1263,504,628,130,49,4625,4445,5929,5726
,0,0,0,0,127,135,683,487,874,626
,30,6,0,0,34,32,715,597,905,779
,2934,6870,0,0,14,28,5514,12414,7673,17466
,2934,6874,0,0,1,3,6255,14823,8322,19844
,0,0,0,0,4,6,145,96,174,117
,0,0,0,0,18,11,342,344,470,461
,4,0,0,0,18,3,358,325,448,403
,3912,9160,0,0,0,0,6103,14065,8152,18883
,0,0,0,0,43,14,416,361,1090,619
,210,136,48,30,39,20,3976,3755,5059,4839
,0,0,0,0,87,85,608,403,777,498
,8,6,0,0,8,3,960,884,1238,1147
,0,16,0,0,78,47,556,681,754,899
,0,0,0,0,59,31,152,188,226,270
,0,0,0,0,45,31,0,0,0,0
,978,2290,0,0,0,0,4449,10411,4927,11572
,0,0,0,0,61,26,1370,825,2048,1097
,0,0,0,0,83,77,333,226,391,272
,628,233,159,80,65,53,5110,4423,6801,5713
,0,0,0,0,217,118,1394,1033,1929,1413
,0,0,0,0,23,34,0,0,0,0
,4700,10393,206,332,104,105,11343,19726,14603,26046
,1074,1287,378,471,3,2,4735,4475,6141,5844
,130,16,0,0,58,35,2795,2308,3890,3301
,0,0,0,0,88,75,113,210,163,299
,0,0,0,0,26,29,623,831,788,1041
,2934,6885,0,12,11,30,6632,14893,8859,20012
,0,0,0,0,116,70,255,132,380,292
,280,87,0,0,98,93,3436,3159,4602,4342
,2934,6870,0,0,18,17,5259,11976,7333,16891
,0,0,0,0,11,6,80,85,120,137
,0,0,0,0,9,16,0,0,0,0
,435,623,82,258,52,26,5572,5217,7236,6893
,108,345,0,0,68,76,2472,5661,3548,8208
,0,0,0,0,6,4,184,146,244,206
,0,0,0,0,16,8,348,316,506,452
,0,0,0,0,1,0,83,100,110,142
,3912,9160,0,0,17,24,6731,15169,8920,20266
,136,160,0,0,154,103,4365,3824,5853,4947
,2934,6870,0,0,53,56,6186,14145,8243,18971
,0,0,0,0,1,0,37,22,64,42
,0,0,0,0,58,50,490,734,518,766
,0,0,0,0,33,38,494,284,626,364
,0,0,0,0,3,6,209,304,220,339
,0,32,0,0,58,31,2404,2618,3283,3544
,68,289,0,31,117,103,3402,3547,4478,4686
,40,42,0,0,4,13,658,1062,1000,1594
,0,0,0,0,0,0,288,168,392,232
,0,0,0,0,66,69,156,132,222,190
,2934,6870,0,0,0,1,7021,15539,9390,20813
,0,0,0,0,29,41,1327,1988,1856,2802
,119,111,12,16,34,21,1347,1345,1829,1785
,12,0,0,0,117,95,471,764,619,1038
,0,0,0,0,23,7,1336,1056,2043,1817
,104,96,0,0,6,4,815,593,972,765
,0,0,0,0,3,3,406,459,535,601
,1956,4664,0,80,24,35,6491,13676,8339,17576
,10,2,0,0,118,121,2140,1969,3019,2755
,0,0,0,0,0,0,812,1103,1122,1520
,3,0,0,0,62,42,264,256,318,334
,2934,6870,0,0,10,11,6199,14279,8260,19159
,0,0,0,0,116,77,290,275,346,315
,7063,13233,1250,1833,29,16,19260,28121,24668,36539
,0,0,0,0,12,9,352,388,488,482
,0,16,0,0,31,44,1762,2114,2339,2862
,2966,6878,0,0,8,5,6850,15325,9154,20533
,1956,4580,0,0,14,10,5475,11984,7531,16836
,2934,6870,0,0,94,52,5387,11946,7510,16876
,3912,9160,0,0,0,0,6233,14320,8311,19197
,456,609,64,80,7,10,3316,3669,4233,4767
,1956,4695,0,87,1,11,5158,11821,7229,16693
,0,0,0,0,36,38,234,248,312,332
,3912,9228,0,45,9,12,6330,14623,8471,19653
,0,0,0,0,38,39,0,0,0,0
,2934,6870,0,0,0,2,6138,14166,8187,19000
,8,14,0,0,98,95,1038,1235,1424,1710
,8,14,0,0,7,0,930,976,1560,1734
,0,0,0,0,0,0,40,71,78,131
,0,0,0,0,1,3,235,412,297,530
,3109,3812,1799,2507,53,61,10783,11581,13461,14735
,14,8,0,0,19,17,778,617,954,771
,8,102,0,0,23,26,535,859,634,1064
,0,0,0,0,6,2,281,178,382,247
,0,0,0,0,40,37,351,371,449,497
,6,0,0,0,99,64,1261,1315,1697,1721
,2945,6870,12,0,11,4,5615,12932,7136,16542
,1956,4580,0,0,0,0,5092,11631,7155,16465
,1960,4607,0,12,78,84,5630,10782,8190,16073
,0,0,0,0,11,7,278,232,374,328
,2934,6870,0,0,0,1,6222,14328,8306,19228
,2934,6870,0,0,4,3,5468,12389,7271,16512
,0,414,0,102,5,31,724,1824,932,2382
,12,0,0,0,104,51,1605,808,2035,1057
,24,11,0,0,16,12,1003,659,1521,1098
,172,271,0,16,67,104,3086,3062,4184,4154
,16,8,0,0,30,33,1316,1449,1676,1809
,0,0,0,0,19,14,556,321,658,394
,0,0,0,0,2,0,1018,1201,1405,1691
,12,0,0,0,98,62,1185,1079,1493,1336
,0,0,0,0,28,30,937,1190,1117,1448
,3019,8101,54,387,0,0,6571,16256,8748,21725
,2965,6870,12,0,11,11,7195,15233,9612,20469
,169,26,12,0,202,77,2908,1987,4011,3006
,0,0,0,0,48,33,52,90,72,123
,0,0,0,0,126,135,437,594,540,763
,20,12,0,0,4,3,407,236,584,330
,2934,6885,0,16,32,29,6781,14880,9150,20116
,2934,6870,0,0,7,4,5907,12912,8196,18148
,3912,9168,0,0,52,40,6352,13991,8223,18043
,21,6,0,0,10,5,1592,1674,2199,2253
,0,0,0,0,6,5,0,0,0,0
,3912,9196,0,28,21,25,6201,13766,8001,17787
,0,0,0,0,31,29,1055,911,1297,1086
,33,1,0,0,126,78,1900,1580,2507,2040
,0,0,0,0,68,62,44,32,62,55
,71,24,0,0,52,38,2249,1942,3009,2600
,0,0,0,0,180,47,1187,558,1399,651
,3912,9208,0,0,0,3,6687,14980,8910,20093
,32,8,0,0,152,148,2553,2287,3501,3055
,0,0,0,0,132,132,208,274,286,392
,0,0,0,0,36,38,483,409,722,648
,184,71,60,9,10,1,1533,994,2267,1318
,8,0,0,0,105,72,1695,1157,2220,1484
,0,0,0,0,0,0,3455,7952,4948,11528
,6861,16045,12,16,2,6,12838,28503,16861,37672
,584,860,115,165,68,58,3708,4048,4764,5282
,6,0,0,0,0,1,64,46,81,55
,0,0,0,0,11,5,164,140,198,208
,3912,9160,0,0,13,8,6914,14737,9223,19771
,0,0,0,0,42,36,495,464,586,546
,0,0,0,0,42,32,1063,1286,1405,1738
,0,0,0,0,57,50,561,762,776,978
,22,16,0,0,140,107,1540,1205,2083,1665
,16,0,0,0,3,4,109,122,143,158
,0,0,0,0,122,123,926,1224,1121,1539
,36,76,0,0,63,48,3546,2981,4450,3693
,7824,18320,0,0,19,18,12340,28285,16502,37997
,0,0,0,0,0,0,4,14,6,16
,2934,7001,0,140,2,2,7466,15726,9837,20942
,0,0,0,0,224,143,422,282,580,386
,5868,13772,0,0,47,49,11252,26024,14318,33270
,0,0,0,0,27,19,431,357,577,475
,16,16,0,0,37,53,1009,991,1322,1344
,0,48,0,8,89,94,2089,2163,2840,2970
,129,159,0,0,35,34,465,474,653,679
,0,0,0,0,3,3,368,260,539,390
,217,223,37,12,106,67,2330,2010,3308,2939
,30,0,0,0,94,48,2233,1442,2636,1753
,0,0,0,0,19,22,1377,1253,1966,1946
,1956,4580,0,0,121,121,3770,8555,5351,12218
,0,0,0,0,8,9,195,122,207,142
,0,0,0,0,59,53,2000,1711,2679,2302
,0,0,0,0,50,37,178,263,240,362
,2036,4596,0,0,170,87,6094,11186,8246,15149
,88,48,16,0,62,73,1781,2185,2447,2995
,6846,16030,0,0,0,0,11791,27359,15460,36014
,5897,14030,27,270,0,0,10751,24829,14181,32893
,2934,6891,0,6,135,101,4682,10214,6929,15273
,2954,6890,0,0,18,27,6491,14433,8666,19391
,0,0,0,0,81,58,130,36,174,56
,0,0,0,0,41,11,597,414,799,550
,2934,6870,0,0,0,1,6443,14524,8527,19413
,3924,9160,0,0,18,6,6884,14489,9201,19457
,0,7,0,0,120,120,1049,1024,1249,1250
,0,0,0,0,44,41,1301,1245,1745,1659
,3944,9295,0,16,10,8,7674,16118,10187,21530
,16,20,0,0,3,2,1284,1162,1596,1388
,2982,6892,48,24,38,37,7522,15527,9969,20730
,108,96,0,0,87,83,811,822,1151,1178
,2018,4703,32,56,85,71,5859,12556,8130,17617
,0,0,0,0,22,22,778,478,1016,612
,0,0,0,0,116,119,112,73,137,99
,0,0,0,0,2,5,43,40,69,66
,0,0,0,0,0,0,80,90,149,171
,0,0,0,0,23,22,386,544,502,703
,0,12,0,0,17,11,329,443,419,541
,0,4,0,0,13,8,206,228,279,309
,0,24,0,0,35,44,1201,1248,1684,1762
,44,48,0,0,70,51,2114,1807,2789,2397
,6008,14175,41,123,0,1,12114,27293,15135,34179
,0,0,0,0,12,14,845,695,1185,945
,0,16,0,0,41,67,1276,1895,1709,2551
,0,12,0,0,66,75,1634,1944,2274,2736
,0,0,0,0,133,33,0,0,0,0
,0,0,0,0,24,36,480,651,610,836
,648,772,252,314,6,4,2736,2886,3508,3782
,815,1291,300,617,29,13,3977,4351,4925,5533
,195,24,0,0,116,80,2963,2702,3731,3466
,0,0,0,0,27,40,1635,2027,2219,2761
,0,0,0,0,10,27,260,309,378,413
,3912,9160,0,0,46,40,5083,11668,7142,16494
,0,0,0,0,19,13,0,0,0,0
,3912,9220,0,34,26,39,6101,14257,8145,19109
,8,16,0,0,26,15,956,860,1270,1142
,0,0,0,0,135,144,297,224,371,288
,0,0,0,0,27,26,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,4033,9244,40,0,17,27,6924,15320,9247,20565
,0,0,0,0,0,1,54,200,58,221
,2942,6932,9,57,14,27,4923,11585,6496,15317
,7824,18386,0,71,6,10,12432,29095,16616,39023
,0,0,0,0,1,2,44,47,56,55
,2950,6906,0,0,1,9,6251,14490,8392,19536
,3894,4834,2189,3099,96,89,13742,14510,17102,18390
,78,72,0,0,80,76,1212,1123,1489,1378
,0,0,0,0,9,6,0,0,0,0
,104,0,0,0,0,1,5214,5311,6556,6854
,3912,9192,0,0,3,0,6990,15113,9345,20295
,0,0,0,0,34,30,158,232,208,306
,0,0,0,0,21,22,1686,1569,2301,2129
,172,215,0,0,23,20,1486,1128,1932,1490
,0,211,0,0,113,109,864,1562,1244,2152
,0,0,0,0,29,19,150,258,187,351
,146,63,40,6,33,30,1683,1268,2535,1714
,52,41,2,0,41,22,2381,2144,3324,3145
,56,58,0,0,66,98,3078,3656,4366,5229
,3922,9216,0,28,69,54,6965,15054,9215,20135
,0,0,0,0,15,25,3418,7952,3896,9113
,4,6,0,0,121,103,1046,892,1269,1055
,3912,9160,0,0,22,14,6704,15014,8874,20110
,1956,4580,0,0,1,3,7179,13165,10187,18508
,0,0,0,0,46,31,72,136,85,154
,0,0,0,0,2,6,262,158,400,214
,1956,4580,0,0,45,52,5198,11709,7277,16552
,0,0,0,0,66,40,1276,891,1728,1195
,0,0,0,0,20,22,975,842,1262,1064
,2960,7013,21,106,1,2,6314,14414,8390,19306
,65,8,0,0,0,0,1172,955,1830,1695
,0,0,0,0,77,86,364,447,478,580
,0,0,0,0,35,47,608,786,899,1123
,124,32,9,0,205,100,1335,818,2001,1201
,1073,1587,374,705,58,21,5251,5364,6824,6919
,13,19,0,0,4,4,3003,3193,3957,4356
,16,0,0,0,98,89,548,708,762,932
,0,0,0,0,25,26,186,185,238,225
,0,0,0,0,9,23,105,193,217,328
,0,0,0,0,0,3,340,510,472,662
,3912,9194,0,12,16,20,5244,11963,7356,16876
,28,21,0,0,146,110,1034,1191,1532,1673
,0,0,0,0,101,60,52,28,59,34
,6846,16030,0,0,19,21,12108,28100,15907,37109
,0,0,0,0,1,0,417,260,765,480
,0,6,0,0,12,15,1353,1564,1827,2118
,0,0,0,0,22,22,0,0,0,0
,3912,9160,0,0,41,33,6755,15034,9030,20165
,0,0,0,0,86,72,226,264,304,362
,0,0,0,0,27,8,229,127,326,187
,2934,6870,0,0,76,41,5558,12907,7119,16634
,7865,18651,31,340,0,1,11965,27740,15716,36540
,0,0,0,0,3,5,430,415,565,635
,0,0,0,0,86,73,1374,1067,1679,1313
,0,0,0,0,13,15,772,767,1036,1010
,0,0,0,0,1,2,300,570,400,754
,2934,6870,0,0,7,8,6155,14055,8220,18869
,6,0,0,0,0,0,302,220,454,282
,0,0,0,0,92,48,55,102,76,140
,0,0,0,0,38,31,163,255,272,357
,0,0,0,0,0,0,36,86,48,108
,0,0,0,0,91,72,457,599,684,863
,2943,6921,9,51,27,8,5114,11237,6703,14924
,2973,6888,48,24,5,6,6181,13574,7868,17404
,0,87,0,66,49,42,801,1054,1059,1449
,0,0,0,0,6,6,348,478,464,640
,6,0,0,0,2,0,334,413,444,555
,0,6,0,0,101,99,1246,1391,1700,1887
,27,0,0,0,98,75,1481,871,2154,1287
,90,428,24,124,35,19,2053,2982,2635,3896
,0,0,0,0,143,161,1135,1514,1503,2040
,2934,6985,0,113,0,9,6181,14270,8251,19152
,0,0,0,0,21,1,781,489,1108,606
,0,6,0,0,51,49,346,477,609,899
,0,0,0,0,5,6,0,0,0,0
,0,0,0,0,51,85,981,791,1240,1025
,0,0,0,0,10,7,2444,2411,3110,3090
,1956,4580,0,0,2,0,5195,11801,7273,16659
,9,0,0,0,39,38,763,427,931,541
,0,0,0,0,15,21,331,523,459,722
,3923,9223,9,51,1,9,6121,14248,8168,19100
,8,0,0,0,38,21,189,260,235,324
,2950,6886,0,0,39,38,5667,12333,7924,17407
,0,0,0,0,0,0,575,416,935,569
,0,0,0,0,133,26,994,465,1376,584
,2934,6870,0,0,1,5,5630,13104,7148,16727
,0,0,0,0,111,84,436,336,630,487
,2942,6882,0,0,0,10,4441,9554,6614,14484
,0,0,0,0,75,45,823,405,1195,611
,0,0,0,0,0,0,225,296,331,406
,0,0,0,0,0,1,402,279,410,296
,1956,4580,0,0,60,49,5212,11769,7291,16655
,3952,9230,0,0,0,0,12525,21100,15856,27543
,0,4,0,0,71,133,587,998,811,1380
,0,0,0,0,6,2,40,92,52,141
,0,0,0,0,95,99,383,583,528,835
,0,0,0,0,5,6,105,117,139,165
,1956,4580,0,0,1,0,4699,10779,5249,12046
,16,0,0,0,25,16,1308,1698,1776,2296
,8,6,0,0,93,64,194,84,256,116
,2946,6870,0,0,7,2,5889,12235,8210,17244
,3912,9166,0,0,136,109,6831,14643,9127,19685
,2934,6886,0,0,14,12,6634,13707,9179,19160
,0,0,0,0,1,3,0,0,0,0
,213,24,0,0,249,93,3180,2408,4188,3265
,2945,6950,12,78,80,42,6258,12388,8488,17371
,0,0,0,0,40,22,1071,708,1371,912
,2934,6870,0,0,0,0,4486,10411,5979,14023
,20,12,0,0,45,35,921,620,1216,806
,2934,6870,0,0,105,85,6561,14512,8738,19478
,2942,6874,0,0,3,2,6879,15318,9144,20475
,22,34,0,4,11,11,317,369,474,514
,0,0,0,0,11,27,325,414,413,519
,24,88,0,0,52,67,1707,1986,2307,2679
,3912,9160,0,0,2,1,6445,14529,8553,19444
,2942,6898,0,12,79,75,5215,12092,7290,17066
,2934,6922,0,0,46,58,6113,14290,8163,19167
,0,0,0,0,139,108,1253,1029,1529,1235
,2934,6870,0,0,33,26,6593,14710,8838,19740
,2958,6889,0,12,1,1,6813,12599,8959,16732
,0,0,0,0,5,5,279,190,348,250
,0,0,0,0,68,75,93,65,131,89
,441,284,181,135,111,74,4192,4076,5663,5717
,8,18,0,0,8,5,567,519,684,597
,3912,9253,0,40,0,5,6412,14678,8562,19679
,2938,6930,0,0,0,0,6159,14287,8236,19217
,4,28,0,0,9,14,278,296,396,444
,0,0,0,0,70,70,553,780,721,1007
,0,0,0,0,40,30,228,114,282,142
,0,21,0,0,2,1,1047,1077,1269,1323
,0,0,0,0,10,17,8,12,16,24
,9,0,0,0,3,3,334,355,466,495
,8,16,0,0,13,6,695,539,1033,806
,3912,9175,0,16,98,106,6461,14488,8600,19430
,0,349,0,18,23,42,507,1490,669,1957
,0,0,0,0,0,0,9,4,14,6
,2,0,0,0,11,6,1432,1185,1866,1536
,3912,9212,0,0,63,71,6442,14782,8574,19760
,0,0,0,0,33,24,70,69,79,77
,995,1184,378,471,91,73,4452,4621,5509,5842
,2934,6885,0,16,1,1,6611,14911,8795,19970
,0,0,0,0,26,28,250,137,320,175
,0,0,0,0,18,18,1058,1081,1502,1482
,0,12,0,0,63,60,201,568,253,716
,450,45,290,18,161,129,7826,8104,9787,10442
,3928,9175,0,16,142,87,7464,14709,9794,19659
,0,0,0,0,3,1,81,119,120,152
,0,8,0,0,83,96,2325,2456,3134,3330
,6,0,0,0,175,121,715,355,932,457
,3920,9245,0,52,18,19,6838,15075,8996,20070
,6846,16034,0,0,13,26,12594,28828,16774,38607
,16,0,0,0,13,14,787,841,1047,1124
,0,0,0,0,14,11,146,92,188,124
,0,0,0,0,28,44,1633,1207,2138,1545
,0,12,0,0,0,1,537,581,804,891
,0,0,0,0,22,25,923,678,1249,920
,16,0,0,0,44,34,569,537,807,773
,16,0,0,0,38,44,1602,1464,2137,2017
,0,0,0,0,6,8,0,0,0,0
,21,0,0,0,81,31,985,422,1032,436
,4,2,0,0,1,3,1232,1031,1752,1563
,33,9,0,0,37,32,1338,999,1780,1294
,12,0,0,0,103,85,261,280,337,382
,28,16,0,0,17,22,705,630,976,842
,0,0,0,0,76,107,503,678,703,895
,2934,6870,0,0,41,34,5010,11647,7037,16482
,0,0,0,0,50,32,199,142,277,184
,1971,4595,12,12,5,8,7091,13287,9272,17699
,2934,6870,0,0,85,77,6537,14689,8689,19696
,0,0,0,0,16,5,246,105,342,147
,2949,6870,12,0,0,0,4826,11209,6422,14946
,0,0,0,0,19,20,696,801,946,1101
,0,0,0,0,1,4,976,1123,1238,1497
,16,0,0,0,84,74,1321,1608,1829,2213
,2942,6876,0,0,3,10,6623,14741,8827,19762
,0,8,0,0,23,4,609,416,724,493
,0,0,0,0,89,79,950,814,1276,1076
,3927,9160,16,0,86,115,6437,13213,8215,16961
,3899,8469,374,732,26,19,9737,16435,12862,21925
,0,6,0,0,102,81,892,881,1164,1157
,9,32,0,0,48,46,1358,1818,1825,2520
,0,0,0,0,36,36,274,82,352,120
,0,0,0,0,38,32,1070,835,1522,1201
,3949,9319,40,128,0,0,6424,14992,8577,20086
,0,0,0,0,0,0,12,4,16,6
,0,0,0,0,4,3,372,295,528,407
,3927,9175,16,12,55,54,8885,16519,11841,22153
,137,12,15,2,272,132,3091,2228,4258,3216
,0,0,0,0,41,27,638,847,867,1153
,2958,6910,0,0,14,17,6832,15120,9108,20266
,0,0,0,0,0,0,108,162,170,252
,41,0,0,0,91,90,1827,1913,2504,2506
,26,0,0,0,93,52,770,627,1206,972
,0,0,0,0,112,124,1048,962,1389,1300
,0,0,0,0,210,92,1056,601,1559,840
,48,52,6,8,61,73,2209,2943,3008,3973
,2755,3405,1643,2298,82,60,10458,11394,13119,14602
,0,0,0,0,44,46,2310,1945,3127,2608
,0,0,0,0,3,2,1520,783,1970,1001
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,48,52,577,602,779,778
,0,0,0,0,12,13,435,469,543,587
,239,519,71,209,2,6,3018,3587,3872,4777
,1956,4580,0,0,20,16,4286,9494,6315,14312
,1971,4580,9,0,11,19,6221,12732,8534,17840
,2946,6946,16,75,0,12,8049,16448,10679,22040
,104,96,0,0,48,71,1550,1569,2190,2337
,2934,7121,0,104,4,19,6274,14988,8385,20073
,0,0,0,0,21,22,309,326,426,470
